country,country_id,min_year,max_year,long,lat,writer_total_year,writer_total_cumulative,writer_1,writer_1_gender,writer_1_birth,writer_1_popup,writer_1_language_1,writer_1_language_2,writer_1_language_3,writer_1_language_4,writer_1_languages,writer_1_role_1,writer_1_role_2,writer_1_role_3,writer_1_role_4,writer_1_role_5,writer_2,writer_2_gender,writer_2_birth,writer_2_popup,writer_2_language_1,writer_2_language_2,writer_2_language_3,writer_2_language_4,writer_2_languages,writer_2_role_1,writer_2_role_2,writer_2_role_3,writer_2_role_4,writer_2_role_5,writer_3,writer_3_gender,writer_3_birth,writer_3_popup,writer_3_language_1,writer_3_language_2,writer_3_language_3,writer_3_language_4,writer_3_languages,writer_3_role_1,writer_3_role_2,writer_3_role_3,writer_3_role_4,writer_3_role_5,writer_4,writer_4_gender,writer_4_birth,writer_4_popup,writer_4_language_1,writer_4_language_2,writer_4_language_3,writer_4_language_4,writer_4_languages,writer_4_role_1,writer_4_role_2,writer_4_role_3,writer_4_role_4,writer_4_role_5,writer_5,writer_5_gender,writer_5_birth,writer_5_popup,writer_5_language_1,writer_5_language_2,writer_5_language_3,writer_5_language_4,writer_5_languages,writer_5_role_1,writer_5_role_2,writer_5_role_3,writer_5_role_4,writer_5_role_5,popup_year,popup_cumulative,subregion,region_un,monolingual_writer_total_year,multilingual_writer_total_year,monolingual_writer_total_cumulative,multilingual_writer_total_cumulative,writerPop
Afghanistan,1901,1977,2005,66.00473366,33.83523073,1,1,Lutfurahman JONAID ,Male,1948,<a href = 'http://iwp.uiowa.edu/node/1246'>Lutfurahman JONAID </a>(1977)<br />,English,#N/A,#N/A,#N/A,1,playwright,poet,translator,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,<b>Afghanistan&nbsp;(1)</b><hr /><a href = 'http://iwp.uiowa.edu/node/1246'>Lutfurahman JONAID </a>(1977)<br />,<b>Afghanistan&nbsp;(1)</b><hr /><a href = 'http://iwp.uiowa.edu/node/1246'>Lutfurahman JONAID </a>(1977)<br />,Southern Asia,Asia,1,0,1,0,
Algeria,2030,2018,2018,2.617323009,28.15893849,1,3,Salah BADIS,Male,1994,<a href = 'https://iwp.uiowa.edu/writers/badis-salah'>Salah BADIS  </a>(2018)<br />,Arabic,#N/A,#N/A,#N/A,1,journalist,poet,translator,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,<b>Algeria&nbsp;(1)</b><hr /><a href = 'https://iwp.uiowa.edu/writers/badis-salah'>Salah BADIS  </a>(2018)<br />,<b>Algeria&nbsp;(3)</b><hr /><a href = 'http://iwp.uiowa.edu/node/1405'>Mohamed MAGANI </a>(1988)<br /><a href = 'https://iwp.uiowa.edu/writers/hajar-bali'>Hajar BALI  </a>(2017)<br /><a href = 'https://iwp.uiowa.edu/writers/badis-salah'>Salah BADIS  </a>(2018)<br />,Northern Africa,Africa,1,0,1,2,
Algeria,2030,2019,2020,2.617323009,28.15893849,1,4,Amira-Gehanne KHALFALLAH,Female,1975,<a href = 'https://iwp.uiowa.edu/writers/khalfallah-amira-g%C3%A9hanne'>Amira-Gehanne KHALFALLAH  </a>(2019)<br />,French,#N/A,#N/A,#N/A,1,fiction writer,non-fiction writer,drama,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,<b>Algeria&nbsp;(1)</b><hr /><a href = 'https://iwp.uiowa.edu/writers/khalfallah-amira-g%C3%A9hanne'>Amira-Gehanne KHALFALLAH  </a>(2019)<br />,<b>Algeria&nbsp;(4)</b><hr /><a href = 'http://iwp.uiowa.edu/node/1405'>Mohamed MAGANI </a>(1988)<br /><a href = 'https://iwp.uiowa.edu/writers/hajar-bali'>Hajar BALI  </a>(2017)<br /><a href = 'https://iwp.uiowa.edu/writers/badis-salah'>Salah BADIS  </a>(2018)<br /><a href = 'https://iwp.uiowa.edu/writers/khalfallah-amira-g%C3%A9hanne'>Amira-Gehanne KHALFALLAH  </a>(2019)<br />,Northern Africa,Africa,1,0,2,2,
Argentina,1955,1967,1967,-65.17980693,-35.3813488,1,1,Elizabeth Azcona CRANWELL ,Female,\N,<a href = 'http://iwp.uiowa.edu/node/979'>Elizabeth Azcona CRANWELL </a>(1967)<br />,Spanish,#N/A,#N/A,#N/A,1,poet,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,<b>Argentina&nbsp;(1)</b><hr /><a href = 'http://iwp.uiowa.edu/node/979'>Elizabeth Azcona CRANWELL </a>(1967)<br />,<b>Argentina&nbsp;(1)</b><hr /><a href = 'http://iwp.uiowa.edu/node/979'>Elizabeth Azcona CRANWELL </a>(1967)<br />,South America,The Americas,1,0,1,0,
Argentina,1955,1968,1968,-65.17980693,-35.3813488,3,3,Alfredo VEIRAVÉ,Male,1928,<a href = 'http://iwp.uiowa.edu/node/2511'>Alfredo VEIRAVÉ </a>(1968)<br />,Spanish,#N/A,#N/A,#N/A,1,poet,#N/A,#N/A,#N/A,#N/A,Elizabeth Azcona CRANWELL ,Female,\N,<a href = 'http://iwp.uiowa.edu/node/979'>Elizabeth Azcona CRANWELL </a>(1968)<br />,Spanish,#N/A,#N/A,#N/A,1,poet,#N/A,#N/A,#N/A,#N/A,Susana TASCA ,Female,\N,<a href = 'http://iwp.uiowa.edu/node/2469'>Susana TASCA </a>(1968)<br />,Spanish,#N/A,#N/A,#N/A,1,non-fiction writer,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,<b>Argentina&nbsp;(3)</b><hr /><a href = 'http://iwp.uiowa.edu/node/2511'>Alfredo VEIRAVÉ </a>(1968)<br /><a href = 'http://iwp.uiowa.edu/node/979'>Elizabeth Azcona CRANWELL </a>(1968)<br /><a href = 'http://iwp.uiowa.edu/node/2469'>Susana TASCA </a>(1968)<br />,<b>Argentina&nbsp;(3)</b><hr /><a href = 'http://iwp.uiowa.edu/node/979'>Elizabeth Azcona CRANWELL </a>(1967)<br /><a href = 'http://iwp.uiowa.edu/node/2511'>Alfredo VEIRAVÉ </a>(1968)<br /><a href = 'http://iwp.uiowa.edu/node/979'>Elizabeth Azcona CRANWELL </a>(1968)<br /><a href = 'http://iwp.uiowa.edu/node/2469'>Susana TASCA </a>(1968)<br />,South America,The Americas,3,0,3,0,
Argentina,1955,1969,1969,-65.17980693,-35.3813488,1,4,Luisa VALENZUELA ,Female,1937,<a href = 'http://iwp.uiowa.edu/node/2499'>Luisa VALENZUELA </a>(1969)<br />,Spanish,#N/A,#N/A,#N/A,1,fiction writer,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,<b>Argentina&nbsp;(1)</b><hr /><a href = 'http://iwp.uiowa.edu/node/2499'>Luisa VALENZUELA </a>(1969)<br />,<b>Argentina&nbsp;(4)</b><hr /><a href = 'http://iwp.uiowa.edu/node/979'>Elizabeth Azcona CRANWELL </a>(1967)<br /><a href = 'http://iwp.uiowa.edu/node/2511'>Alfredo VEIRAVÉ </a>(1968)<br /><a href = 'http://iwp.uiowa.edu/node/979'>Elizabeth Azcona CRANWELL </a>(1968)<br /><a href = 'http://iwp.uiowa.edu/node/2469'>Susana TASCA </a>(1968)<br /><a href = 'http://iwp.uiowa.edu/node/2499'>Luisa VALENZUELA </a>(1969)<br />,South America,The Americas,1,0,4,0,
Argentina,1955,1970,1970,-65.17980693,-35.3813488,1,5,Héctor LIBERTELLA,Male,1945,<a href = 'http://iwp.uiowa.edu/node/1368'>Héctor LIBERTELLA </a>(1970)<br />,Spanish,#N/A,#N/A,#N/A,1,fiction writer,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,<b>Argentina&nbsp;(1)</b><hr /><a href = 'http://iwp.uiowa.edu/node/1368'>Héctor LIBERTELLA </a>(1970)<br />,<b>Argentina&nbsp;(5)</b><hr /><a href = 'http://iwp.uiowa.edu/node/979'>Elizabeth Azcona CRANWELL </a>(1967)<br /><a href = 'http://iwp.uiowa.edu/node/2511'>Alfredo VEIRAVÉ </a>(1968)<br /><a href = 'http://iwp.uiowa.edu/node/979'>Elizabeth Azcona CRANWELL </a>(1968)<br /><a href = 'http://iwp.uiowa.edu/node/2469'>Susana TASCA </a>(1968)<br /><a href = 'http://iwp.uiowa.edu/node/2499'>Luisa VALENZUELA </a>(1969)<br /><a href = 'http://iwp.uiowa.edu/node/1368'>Héctor LIBERTELLA </a>(1970)<br />,South America,The Americas,1,0,5,0,
Argentina,1955,1971,1971,-65.17980693,-35.3813488,1,6,Luisa FUTORANSKY ,Female,1939,<a href = 'http://iwp.uiowa.edu/node/1090'>Luisa FUTORANSKY </a>(1971)<br />,Spanish,#N/A,#N/A,#N/A,1,poet,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,<b>Argentina&nbsp;(1)</b><hr /><a href = 'http://iwp.uiowa.edu/node/1090'>Luisa FUTORANSKY </a>(1971)<br />,<b>Argentina&nbsp;(6)</b><hr /><a href = 'http://iwp.uiowa.edu/node/979'>Elizabeth Azcona CRANWELL </a>(1967)<br /><a href = 'http://iwp.uiowa.edu/node/2511'>Alfredo VEIRAVÉ </a>(1968)<br /><a href = 'http://iwp.uiowa.edu/node/979'>Elizabeth Azcona CRANWELL </a>(1968)<br /><a href = 'http://iwp.uiowa.edu/node/2469'>Susana TASCA </a>(1968)<br /><a href = 'http://iwp.uiowa.edu/node/2499'>Luisa VALENZUELA </a>(1969)<br /><a href = 'http://iwp.uiowa.edu/node/1368'>Héctor LIBERTELLA </a>(1970)<br /><a href = 'http://iwp.uiowa.edu/node/1090'>Luisa FUTORANSKY </a>(1971)<br />,South America,The Americas,1,0,6,0,
Argentina,1955,1972,1972,-65.17980693,-35.3813488,1,7,Ricardo Rey BECKFORD ,Male,1933,<a href = 'http://iwp.uiowa.edu/node/863'>Ricardo Rey BECKFORD </a>(1972)<br />,Spanish,#N/A,#N/A,#N/A,1,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,<b>Argentina&nbsp;(1)</b><hr /><a href = 'http://iwp.uiowa.edu/node/863'>Ricardo Rey BECKFORD </a>(1972)<br />,<b>Argentina&nbsp;(7)</b><hr /><a href = 'http://iwp.uiowa.edu/node/979'>Elizabeth Azcona CRANWELL </a>(1967)<br /><a href = 'http://iwp.uiowa.edu/node/2511'>Alfredo VEIRAVÉ </a>(1968)<br /><a href = 'http://iwp.uiowa.edu/node/979'>Elizabeth Azcona CRANWELL </a>(1968)<br /><a href = 'http://iwp.uiowa.edu/node/2469'>Susana TASCA </a>(1968)<br /><a href = 'http://iwp.uiowa.edu/node/2499'>Luisa VALENZUELA </a>(1969)<br /><a href = 'http://iwp.uiowa.edu/node/1368'>Héctor LIBERTELLA </a>(1970)<br /><a href = 'http://iwp.uiowa.edu/node/1090'>Luisa FUTORANSKY </a>(1971)<br /><a href = 'http://iwp.uiowa.edu/node/863'>Ricardo Rey BECKFORD </a>(1972)<br />,South America,The Americas,1,0,7,0,
Argentina,1955,1973,1973,-65.17980693,-35.3813488,2,8,Ricardo Rey BECKFORD ,Male,1933,<a href = 'http://iwp.uiowa.edu/node/863'>Ricardo Rey BECKFORD </a>(1973)<br />,Spanish,#N/A,#N/A,#N/A,1,0,#N/A,#N/A,#N/A,#N/A,Alicia Dellapiane RAWSON ,Female,1938,<a href = 'http://iwp.uiowa.edu/node/1641'>Alicia Dellapiane RAWSON </a>(1973)<br />,Spanish,#N/A,#N/A,#N/A,1,poet,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,<b>Argentina&nbsp;(2)</b><hr /><a href = 'http://iwp.uiowa.edu/node/863'>Ricardo Rey BECKFORD </a>(1973)<br /><a href = 'http://iwp.uiowa.edu/node/1641'>Alicia Dellapiane RAWSON </a>(1973)<br />,<b>Argentina&nbsp;(8)</b><hr /><a href = 'http://iwp.uiowa.edu/node/979'>Elizabeth Azcona CRANWELL </a>(1967)<br /><a href = 'http://iwp.uiowa.edu/node/2511'>Alfredo VEIRAVÉ </a>(1968)<br /><a href = 'http://iwp.uiowa.edu/node/979'>Elizabeth Azcona CRANWELL </a>(1968)<br /><a href = 'http://iwp.uiowa.edu/node/2469'>Susana TASCA </a>(1968)<br /><a href = 'http://iwp.uiowa.edu/node/2499'>Luisa VALENZUELA </a>(1969)<br /><a href = 'http://iwp.uiowa.edu/node/1368'>Héctor LIBERTELLA </a>(1970)<br /><a href = 'http://iwp.uiowa.edu/node/1090'>Luisa FUTORANSKY </a>(1971)<br /><a href = 'http://iwp.uiowa.edu/node/863'>Ricardo Rey BECKFORD </a>(1972)<br /><a href = 'http://iwp.uiowa.edu/node/863'>Ricardo Rey BECKFORD </a>(1973)<br /><a href = 'http://iwp.uiowa.edu/node/1641'>Alicia Dellapiane RAWSON </a>(1973)<br />,South America,The Americas,2,0,8,0,
Argentina,1955,1974,1974,-65.17980693,-35.3813488,1,9,Alberto O. BLASI ,Male,1931,<a href = 'http://iwp.uiowa.edu/node/878'>Alberto O. BLASI </a>(1974)<br />,Italian,#N/A,#N/A,#N/A,1,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,<b>Argentina&nbsp;(1)</b><hr /><a href = 'http://iwp.uiowa.edu/node/878'>Alberto O. BLASI </a>(1974)<br />,<b>Argentina&nbsp;(9)</b><hr /><a href = 'http://iwp.uiowa.edu/node/979'>Elizabeth Azcona CRANWELL </a>(1967)<br /><a href = 'http://iwp.uiowa.edu/node/2511'>Alfredo VEIRAVÉ </a>(1968)<br /><a href = 'http://iwp.uiowa.edu/node/979'>Elizabeth Azcona CRANWELL </a>(1968)<br /><a href = 'http://iwp.uiowa.edu/node/2469'>Susana TASCA </a>(1968)<br /><a href = 'http://iwp.uiowa.edu/node/2499'>Luisa VALENZUELA </a>(1969)<br /><a href = 'http://iwp.uiowa.edu/node/1368'>Héctor LIBERTELLA </a>(1970)<br /><a href = 'http://iwp.uiowa.edu/node/1090'>Luisa FUTORANSKY </a>(1971)<br /><a href = 'http://iwp.uiowa.edu/node/863'>Ricardo Rey BECKFORD </a>(1972)<br /><a href = 'http://iwp.uiowa.edu/node/863'>Ricardo Rey BECKFORD </a>(1973)<br /><a href = 'http://iwp.uiowa.edu/node/1641'>Alicia Dellapiane RAWSON </a>(1973)<br /><a href = 'http://iwp.uiowa.edu/node/878'>Alberto O. BLASI </a>(1974)<br />,South America,The Americas,1,0,9,0,
Argentina,1955,1975,1975,-65.17980693,-35.3813488,2,10,Alberto O. BLASI ,Male,1931,<a href = 'http://iwp.uiowa.edu/node/878'>Alberto O. BLASI </a>(1975)<br />,Italian,#N/A,#N/A,#N/A,1,0,#N/A,#N/A,#N/A,#N/A,Leonardo IRAMAIN ,Male,1937,<a href = 'http://iwp.uiowa.edu/node/1224'>Leonardo IRAMAIN </a>(1975)<br />,Spanish,#N/A,#N/A,#N/A,1,poet,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,<b>Argentina&nbsp;(2)</b><hr /><a href = 'http://iwp.uiowa.edu/node/878'>Alberto O. BLASI </a>(1975)<br /><a href = 'http://iwp.uiowa.edu/node/1224'>Leonardo IRAMAIN </a>(1975)<br />,<b>Argentina&nbsp;(10)</b><hr /><a href = 'http://iwp.uiowa.edu/node/979'>Elizabeth Azcona CRANWELL </a>(1967)<br /><a href = 'http://iwp.uiowa.edu/node/2511'>Alfredo VEIRAVÉ </a>(1968)<br /><a href = 'http://iwp.uiowa.edu/node/979'>Elizabeth Azcona CRANWELL </a>(1968)<br /><a href = 'http://iwp.uiowa.edu/node/2469'>Susana TASCA </a>(1968)<br /><a href = 'http://iwp.uiowa.edu/node/2499'>Luisa VALENZUELA </a>(1969)<br /><a href = 'http://iwp.uiowa.edu/node/1368'>Héctor LIBERTELLA </a>(1970)<br /><a href = 'http://iwp.uiowa.edu/node/1090'>Luisa FUTORANSKY </a>(1971)<br /><a href = 'http://iwp.uiowa.edu/node/863'>Ricardo Rey BECKFORD </a>(1972)<br /><a href = 'http://iwp.uiowa.edu/node/863'>Ricardo Rey BECKFORD </a>(1973)<br /><a href = 'http://iwp.uiowa.edu/node/1641'>Alicia Dellapiane RAWSON </a>(1973)<br /><a href = 'http://iwp.uiowa.edu/node/878'>Alberto O. BLASI </a>(1974)<br /><a href = 'http://iwp.uiowa.edu/node/878'>Alberto O. BLASI </a>(1975)<br /><a href = 'http://iwp.uiowa.edu/node/1224'>Leonardo IRAMAIN </a>(1975)<br />,South America,The Americas,2,0,10,0,
Argentina,1955,1976,1976,-65.17980693,-35.3813488,1,11,Oscar Hermes VILLORDO ,Male,1928,<a href = 'http://iwp.uiowa.edu/node/2520'>Oscar Hermes VILLORDO </a>(1976)<br />,Spanish,#N/A,#N/A,#N/A,1,fiction writer,poet,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,<b>Argentina&nbsp;(1)</b><hr /><a href = 'http://iwp.uiowa.edu/node/2520'>Oscar Hermes VILLORDO </a>(1976)<br />,<b>Argentina&nbsp;(11)</b><hr /><a href = 'http://iwp.uiowa.edu/node/979'>Elizabeth Azcona CRANWELL </a>(1967)<br /><a href = 'http://iwp.uiowa.edu/node/2511'>Alfredo VEIRAVÉ </a>(1968)<br /><a href = 'http://iwp.uiowa.edu/node/979'>Elizabeth Azcona CRANWELL </a>(1968)<br /><a href = 'http://iwp.uiowa.edu/node/2469'>Susana TASCA </a>(1968)<br /><a href = 'http://iwp.uiowa.edu/node/2499'>Luisa VALENZUELA </a>(1969)<br /><a href = 'http://iwp.uiowa.edu/node/1368'>Héctor LIBERTELLA </a>(1970)<br /><a href = 'http://iwp.uiowa.edu/node/1090'>Luisa FUTORANSKY </a>(1971)<br /><a href = 'http://iwp.uiowa.edu/node/863'>Ricardo Rey BECKFORD </a>(1972)<br /><a href = 'http://iwp.uiowa.edu/node/863'>Ricardo Rey BECKFORD </a>(1973)<br /><a href = 'http://iwp.uiowa.edu/node/1641'>Alicia Dellapiane RAWSON </a>(1973)<br /><a href = 'http://iwp.uiowa.edu/node/878'>Alberto O. BLASI </a>(1974)<br /><a href = 'http://iwp.uiowa.edu/node/878'>Alberto O. BLASI </a>(1975)<br /><a href = 'http://iwp.uiowa.edu/node/1224'>Leonardo IRAMAIN </a>(1975)<br /><a href = 'http://iwp.uiowa.edu/node/2520'>Oscar Hermes VILLORDO </a>(1976)<br />,South America,The Americas,1,0,11,0,
Argentina,1955,1977,1977,-65.17980693,-35.3813488,1,12,Patricio ESTEVE ,Male,1933,<a href = 'http://iwp.uiowa.edu/node/1061'>Patricio ESTEVE </a>(1977)<br />,Spanish,#N/A,#N/A,#N/A,1,playwright,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,<b>Argentina&nbsp;(1)</b><hr /><a href = 'http://iwp.uiowa.edu/node/1061'>Patricio ESTEVE </a>(1977)<br />,<b>Argentina&nbsp;(12)</b><hr /><a href = 'http://iwp.uiowa.edu/node/979'>Elizabeth Azcona CRANWELL </a>(1967)<br /><a href = 'http://iwp.uiowa.edu/node/2511'>Alfredo VEIRAVÉ </a>(1968)<br /><a href = 'http://iwp.uiowa.edu/node/979'>Elizabeth Azcona CRANWELL </a>(1968)<br /><a href = 'http://iwp.uiowa.edu/node/2469'>Susana TASCA </a>(1968)<br /><a href = 'http://iwp.uiowa.edu/node/2499'>Luisa VALENZUELA </a>(1969)<br /><a href = 'http://iwp.uiowa.edu/node/1368'>Héctor LIBERTELLA </a>(1970)<br /><a href = 'http://iwp.uiowa.edu/node/1090'>Luisa FUTORANSKY </a>(1971)<br /><a href = 'http://iwp.uiowa.edu/node/863'>Ricardo Rey BECKFORD </a>(1972)<br /><a href = 'http://iwp.uiowa.edu/node/863'>Ricardo Rey BECKFORD </a>(1973)<br /><a href = 'http://iwp.uiowa.edu/node/1641'>Alicia Dellapiane RAWSON </a>(1973)<br /><a href = 'http://iwp.uiowa.edu/node/878'>Alberto O. BLASI </a>(1974)<br /><a href = 'http://iwp.uiowa.edu/node/878'>Alberto O. BLASI </a>(1975)<br /><a href = 'http://iwp.uiowa.edu/node/1224'>Leonardo IRAMAIN </a>(1975)<br /><a href = 'http://iwp.uiowa.edu/node/2520'>Oscar Hermes VILLORDO </a>(1976)<br /><a href = 'http://iwp.uiowa.edu/node/1061'>Patricio ESTEVE </a>(1977)<br />,South America,The Americas,1,0,12,0,
